Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[404]    0.0    0.00    0.13    4290         mdfour_update [404]
                0.09    0.00  697738/702369      mdfour64 [430]
                0.04    0.00  697738/702369      copy64 [520]
                0.00    0.00    4290/4290        mdfour_tail [741]
-----------------------------------------------
                0.13    0.00 115356530/115356530     CM_PointContents [256]
[405]    0.0    0.13    0.00 115356530         CM_BoundsIntersectPoint [405]
-----------------------------------------------
                0.13    0.00  540546/540546      CM_TestInLeaf [302]
[406]    0.0    0.13    0.00  540546         CM_PositionTestInPatchCollide [406]
-----------------------------------------------
                0.00    0.00      56/96274838     EmitCallProcedure [862]
                0.00    0.00     144/96274838     Emit2 [901]
                0.00    0.00     288/96274838     VM_Compile [264]
                0.00    0.00   84036/96274838     EmitPtr [634]
                0.00    0.00  258150/96274838     ConstOptimize [375]
                0.00    0.00 1932325/96274838     EmitPushStack [507]
                0.00    0.00 2455362/96274838     EmitCommand [396]
                0.00    0.00 3388484/96274838     EmitRexString [441]
                0.04    0.00 32870104/96274838     Emit4 [489]
                0.07    0.00 55285889/96274838     EmitString [290]
[407]    0.0    0.13    0.00 96274838         Emit1 [407]
-----------------------------------------------
                0.08    0.04  887619/887619      Con_DrawConsole [351]
[408]    0.0    0.08    0.04  887619         Con_DrawNotify [408]
                0.02    0.00 1774524/6789256     Key_GetCatcher [438]
                0.01    0.01 1775238/146300876     RE_SetColor [197]
                0.00    0.00    2085/2085        Field_BigDraw [766]
                0.00    0.00    2085/5228        SCR_DrawBigString [747]
-----------------------------------------------
                0.00    0.12  549196/549196      FS_LoadZipFile [309]
[409]    0.0    0.00    0.12  549196         unzGetCurrentFileInfo [409]
                0.02    0.10  549196/1115420     unzlocal_GetCurrentFileInfoInternal [355]
-----------------------------------------------
                0.00    0.12      16/16          R_Init [181]
[410]    0.0    0.00    0.12      16         R_InitImages [410]
                0.00    0.12      16/16          R_CreateBuiltinImages [412]
                0.00    0.00      32/15955       Cvar_Get <cycle 3> [571]
                0.00    0.00      16/62395       CL_RefPrintf [490]
                0.00    0.00      16/17          R_SetColorMappings [1177]
-----------------------------------------------
                0.00    0.12  549196/549196      FS_LoadZipFile [309]
[411]    0.0    0.00    0.12  549196         unzGoToNextFile [411]
                0.02    0.10  544918/1115420     unzlocal_GetCurrentFileInfoInternal [355]
-----------------------------------------------
                0.00    0.12      16/16          R_InitImages [410]
[412]    0.0    0.00    0.12      16         R_CreateBuiltinImages [412]
                0.00    0.09     544/5093        R_CreateImage [259]
                0.00    0.02      16/16          R_CreateFogImage [569]
                0.00    0.00      16/16          R_CreateDefaultImage [714]
                0.00    0.00      16/16          R_CreateDlightImage [715]
-----------------------------------------------
                                                 <spontaneous>
[413]    0.0    0.12    0.00                 MSG_WriteChar [413]
-----------------------------------------------
                0.11    0.01    1449/1449        Cmd_ExecuteString <cycle 2> [164]
[414]    0.0    0.11    0.01    1449         CL_GameCommand [414]
                0.00    0.00    1449/1790224     VM_Call [105]
-----------------------------------------------
                0.00    0.00   12270/7884900     unzOpen2 [732]
                0.00    0.00   64690/7884900     unzlocal_CheckCurrentFileCoherencyHeader [728]
                0.01    0.10 7807940/7884900     unzlocal_GetCurrentFileInfoInternal [355]
[415]    0.0    0.01    0.10 7884900         unzlocal_getLong [415]
                0.07    0.04 31539600/51787440     unzlocal_getByte [388]
-----------------------------------------------
                                                 <spontaneous>
[416]    0.0    0.11    0.00                 RB_CalcDynamicColor [416]
-----------------------------------------------
                0.00    0.11  133918/133918      CL_ParseSnapshot [41]
[417]    0.0    0.00    0.11  133918         MSG_ReadData [417]
                0.00    0.11  133918/10602797     MSG_ReadByte [98]
-----------------------------------------------
                0.00    0.00      32/38598529     GL_SetDefaultState [858]
                0.11    0.00 38598497/38598529     DrawMultitextured [166]
[418]    0.0    0.11    0.00 38598529         GL_TexEnv [418]
-----------------------------------------------
                0.05    0.00  890572/1782859     CL_CheckUserinfo [356]
                0.05    0.00  892287/1782859     CL_CheckTimeout [327]
[419]    0.0    0.11    0.00 1782859         CL_CheckPaused [419]
-----------------------------------------------
                                                 <spontaneous>
[420]    0.0    0.11    0.00                 Cmd_CompleteArgument [420]
-----------------------------------------------
                0.10    0.00 12013576/12013576     AutospriteDeform [245]
[421]    0.0    0.10    0.00 12013576         GlobalVectorToLocal [421]
-----------------------------------------------
                0.00    0.02       3/16          CL_Shutdown <cycle 2> [594]
                0.00    0.08      13/16          CL_FlushMemory [178]
[422]    0.0    0.00    0.10      16         CL_ClearMemory [422]
                0.00    0.06      16/16          CL_ShutdownAll [466]
                0.02    0.00      16/16          CM_ClearMap [589]
                0.00    0.02      16/17          Hunk_Clear [599]
-----------------------------------------------
                0.10    0.00       3/3           CL_Init [379]
[423]    0.0    0.10    0.00       3         CL_InitInput [423]
                0.00    0.00     183/1214        Cmd_AddCommand [625]
                0.00    0.00       6/15955       Cvar_Get <cycle 3> [571]
-----------------------------------------------
                0.00    0.00   20450/10123920     unzOpen2 [732]
                0.00    0.00   64690/10123920     unzlocal_CheckCurrentFileCoherencyHeader [728]
                0.03    0.07 10038780/10123920     unzlocal_GetCurrentFileInfoInternal [355]
[424]    0.0    0.03    0.07 10123920         unzlocal_getShort [424]
                0.04    0.02 20247840/51787440     unzlocal_getByte [388]
-----------------------------------------------
                0.00    0.10      34/34          CL_UISystemCalls [92]
[425]    0.0    0.00    0.10      34         FS_GetFileList [425]
                0.00    0.09      32/48          FS_ListFiles [398]
                0.00    0.00       2/2           FS_GetModList [706]
                0.00    0.00      32/48          FS_FreeFileList [798]
                0.00    0.00      34/23624182     Q_stricmp [185]
-----------------------------------------------
                0.00    0.00     513/14229594     Huff_addRef [334]
                0.09    0.00 14229081/14229594     increment [342]
[426]    0.0    0.09    0.00 14229594         get_ppnode [426]
-----------------------------------------------
                0.01    0.00 3850924/34004910     RB_CalcDeformVertexes [151]
                0.08    0.00 30153986/34004910     EvalWaveForm [248]
[427]    0.0    0.09    0.00 34004910         TableForFunc [427]
-----------------------------------------------
                0.06    0.03  892257/892257      IN_Frame [199]
[428]    0.0    0.06    0.03  892257         IN_ActivateMouse [428]
                0.03    0.00      14/28          IN_GobbleMotionEvents [476]
-----------------------------------------------
                                                 <spontaneous>
[429]    0.0    0.09    0.00                 R_GetAnimTag [429]
-----------------------------------------------
                0.00    0.00    4631/702369      mdfour_tail [741]
                0.09    0.00  697738/702369      mdfour_update [404]
[430]    0.0    0.09    0.00  702369         mdfour64 [430]
-----------------------------------------------
                                   1             Cmd_ExecuteString <cycle 2> [164]
[431]    0.0    0.00    0.09       1         Com_Quit_f <cycle 2> [431]
                0.09    0.00       1/2           VM_Forced_Unload_Done [384]
                0.00    0.00       1/1           Sys_Quit [814]
                0.00    0.00       1/6           Cmd_Args [1231]
                0.00    0.00       1/2           VM_Forced_Unload_Start [1259]
                0.00    0.00       1/5           SV_Shutdown [1234]
                0.00    0.00       1/15          FS_Shutdown [1190]
                0.00    0.00       1/1           Com_Shutdown [1277]
                                   1             CL_Shutdown <cycle 2> [594]
-----------------------------------------------
                0.00    0.08     374/374         CL_ParseGamestate [149]
[432]    0.0    0.00    0.08     374         MSG_ReadBigString [432]
                0.00    0.08  102108/10602797     MSG_ReadByte [98]
-----------------------------------------------
                0.01    0.07     146/146         R_LoadSurfaces [78]
[433]    0.0    0.01    0.07     146         ParseTriSurf [433]
                0.00    0.07     146/28486       ShaderForShaderNum [79]
                0.00    0.00   33848/6419428     R_ColorShiftLightingBytes [516]
                0.00    0.00   33848/75243       AddPointToBounds [946]
                0.00    0.00     146/102721      Hunk_AllocDebug [940]
                0.00    0.00     146/886419      ClearBounds [922]
-----------------------------------------------
                0.00    0.08    5447/5447        CL_SetServerInfoByAddress [372]
[434]    0.0    0.00    0.08    5447         CL_SetServerInfo [434]
                0.05    0.03   63612/63926       Info_ValueForKey [435]
                0.00    0.00   15903/1324353     Q_strncpyz [483]
-----------------------------------------------
                0.00    0.00      12/63926       CL_InitCGame [316]
                0.00    0.00      24/63926       CL_ParseServerInfo [837]
                0.00    0.00      72/63926       CL_SystemInfoChanged [481]
                0.00    0.00     206/63926       CL_ServerInfoPacket [620]
                0.05    0.03   63612/63926       CL_SetServerInfo [434]
[435]    0.0    0.05    0.03   63926         Info_ValueForKey [435]
                0.00    0.03  352524/23624182     Q_stricmp [185]
-----------------------------------------------
                0.08    0.00 213120177/213120177     CM_TestInLeaf [302]
[436]    0.0    0.08    0.00 213120177         CM_TestBoxInBrush [436]
-----------------------------------------------
                0.08    0.00 51784870/51784870     R_AddEntitySurfaces [39]
[437]    0.0    0.08    0.00 51784870         R_SpriteFogNum [437]
-----------------------------------------------
                0.00    0.00       2/6789256     Con_MessageMode_f [822]
                0.00    0.00       2/6789256     Message_Key <cycle 1> [892]
                0.00    0.00       8/6789256     CL_BindUICommand [606]
                0.00    0.00      26/6789256     Con_Close [743]
                0.00    0.00      28/6789256     Con_ToggleConsole_f <cycle 1> [898]
                0.00    0.00      33/6789256     CL_ShutdownCGame [544]
                0.00    0.00      33/6789256     CL_ShutdownUI [738]
                0.00    0.00    1680/6789256     Con_DrawConsole [351]
                0.00    0.00    1680/6789256     CL_Frame [3]
                0.00    0.00    1704/6789256     Con_DrawInput [632]
                0.00    0.00    6135/6789256     CL_UISystemCalls [92]
                0.00    0.00   27928/6789256     IN_ProcessEvents [214]
                0.00    0.00   43815/6789256     CL_ParseBinding [271]
                0.00    0.00   43935/6789256     CL_KeyUpEvent [294]
                0.00    0.00   87784/6789256     CL_KeyDownEvent <cycle 1> [301]
                0.00    0.00  128495/6789256     CL_CharEvent [729]
                0.01    0.00  892287/6789256     Con_RunConsole [629]
                0.01    0.00  892731/6789256     SCR_DrawScreenField [88]
                0.01    0.00 1182700/6789256     CL_MouseEvent [442]
                0.02    0.00 1703726/6789256     CL_CmdButtons [220]
                0.02    0.00 1774524/6789256     Con_DrawNotify [408]
[438]    0.0    0.08    0.00 6789256         Key_GetCatcher [438]
-----------------------------------------------
                0.04    0.04  251109/251109      RB_CalcWaveColor [206]
[439]    0.0    0.04    0.04  251109         R_NoiseGet4f [439]
                0.04    0.00 4017744/4017744     GetNoiseValue [518]
-----------------------------------------------
                0.02    0.06    1704/1704        Con_DrawConsole [351]
[440]    0.0    0.02    0.06    1704         Con_DrawSolidConsole [440]
                0.03    0.02 1686621/1693664     SCR_DrawSmallChar [488]
                0.01    0.00    1704/1704        Con_DrawInput [632]
                0.00    0.00  129540/146300876     RE_SetColor [197]
                0.00    0.00    1704/1704        SCR_FillRect [817]
                0.00    0.00    1704/1704        SCR_DrawPic [844]
                0.00    0.00    1704/36742       SCR_AdjustFrom640 [952]
-----------------------------------------------
                0.00    0.00      28/3388484     EmitCallProcedure [862]
                0.00    0.00     280/3388484     EmitCallDoSyscall [801]
                0.00    0.01  551493/3388484     ConstOptimize [375]
                0.00    0.06 2836683/3388484     VM_Compile [264]
[441]    0.0    0.00    0.08 3388484         EmitRexString [441]
                0.03    0.05 3388484/25750476     EmitString [290]
                0.00    0.00 3388484/96274838     Emit1 [407]
-----------------------------------------------
                0.06    0.02  591664/591664      Com_EventLoop [138]
[442]    0.0    0.06    0.02  591664         CL_MouseEvent [442]
                0.01    0.00 1182700/6789256     Key_GetCatcher [438]
                0.00    0.00     628/1790224     VM_Call [105]
-----------------------------------------------
                0.00    0.00       1/16          Com_Error <cycle 2> [350]
                0.00    0.01       3/16          CL_Disconnect <cycle 2> [598]
                0.00    0.06      12/16          CL_SystemInfoChanged [481]
[443]    0.0    0.00    0.08      16         FS_PureServerSetLoadedPaks [443]
                0.00    0.08       1/14          FS_Restart [236]
                0.00    0.00      28/70192       Cmd_TokenizeString [237]
                0.00    0.00    6336/999015      Cmd_Argv [514]
                0.00    0.00      28/70329       Cmd_Argc [607]
                0.00    0.00      13/86724       Com_DPrintf [668]
                0.00    0.00    3168/18461       CopyString [962]
                0.00    0.00    2904/117946      Z_Free [938]
-----------------------------------------------
                0.00    0.08       1/1           Com_Init [282]
[444]    0.0    0.00    0.08       1         FS_InitFilesystem [444]
                0.00    0.08       1/15          FS_Startup [226]
                0.00    0.00       1/22838       FS_ReadFile [116]
                0.00    0.00       3/6           Com_StartupVariable [805]
                0.00    0.00       1/17963       Com_Printf [400]
                0.00    0.00       1/8           Cvar_VariableString [853]
                0.00    0.00       2/1324353     Q_strncpyz [483]
                0.00    0.00       1/1802487     FS_FilenameCompare [558]
-----------------------------------------------
                0.00    0.08       1/1           Cmd_ExecuteString <cycle 2> [164]
[445]    0.0    0.00    0.08       1         CL_PlayCinematic_f [445]
                0.00    0.06  304183/1196470     SCR_RunCinematic [358]
                0.01    0.00       1/3           S_StopAllSounds [504]
                0.00    0.00       1/1           CIN_PlayCinematic [750]
                0.00    0.00       2/23624182     Q_stricmp [185]
                0.00    0.00       1/86724       Com_DPrintf [668]
                0.00    0.00       2/999015      Cmd_Argv [514]
-----------------------------------------------
                0.00    0.08      12/12          CL_CgameSystemCalls [11]
[446]    0.0    0.00    0.08      12         CL_CM_LoadMap [446]
                0.00    0.08      12/12          CM_LoadMap [447]
-----------------------------------------------
                0.00    0.08      12/12          CL_CM_LoadMap [446]
[447]    0.0    0.00    0.08      12         CM_LoadMap [447]
                0.00    0.06      12/12          CMod_LoadPatches [468]
                0.01    0.00      12/12          CM_InitBoxHull [640]
                0.00    0.00      12/22838       FS_ReadFile [116]
                0.00    0.00      12/4290        Com_BlockChecksum [402]
                0.00    0.00      36/15955       Cvar_Get <cycle 3> [571]
                0.00    0.00      12/86724       Com_DPrintf [668]
                0.00    0.00      12/28          CM_ClearLevelPatches [1166]
                0.00    0.00      12/12          CMod_LoadShaders [1205]
                0.00    0.00      12/12          CMod_LoadLeafs [1202]
                0.00    0.00      12/12          CMod_LoadLeafBrushes [1200]
                0.00    0.00      12/12          CMod_LoadLeafSurfaces [1201]
                0.00    0.00      12/12          CMod_LoadPlanes [1204]
                0.00    0.00      12/12          CMod_LoadBrushSides [1197]
                0.00    0.00      12/12          CMod_LoadBrushes [1198]
                0.00    0.00      12/12          CMod_LoadSubmodels [1206]
                0.00    0.00      12/12          CMod_LoadNodes [1203]
                0.00    0.00      12/12          CMod_LoadEntityString [1199]
                0.00    0.00      12/12          CMod_LoadVisibility [1207]
                0.00    0.00      12/10982       FS_FreeFile [986]
                0.00    0.00      12/12          CM_FloodAreaConnections [1195]
-----------------------------------------------
                                   6             Com_ExecuteCfg <cycle 2> [825]
                0.00    0.00     154/1784743     CL_UISystemCalls [92]
[448]    0.0    0.08    0.00     160         Cbuf_ExecuteText <cycle 2> [448]
                0.00    0.00       8/43746       Cbuf_AddText [389]
                0.00    0.00     152/86724       Com_DPrintf [668]
                                 152             Cmd_ExecuteString <cycle 2> [164]
-----------------------------------------------
                0.08    0.00       1/1           Com_Init [282]
[449]    0.0    0.08    0.00       1         Cbuf_Init [449]
-----------------------------------------------
                0.01    0.06      12/12          RE_LoadWorldMap [77]
[450]    0.0    0.01    0.06      12         R_LoadLightmaps [450]
                0.00    0.03     200/5093        R_CreateImage [259]
                0.02    0.00 3276800/6419428     R_ColorShiftLightingBytes [516]
                0.00    0.01      12/2078        R_IssuePendingRenderCommands [212]
                0.00    0.00     200/12117       va [982]
                0.00    0.00      12/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.07      17/17          ParseShader [129]
[451]    0.0    0.00    0.07      17         ParseSkyParms [451]
                0.00    0.07      84/8957        R_FindImageFile [103]
                0.00    0.00      17/17          R_InitSkyTexCoords [783]
                0.00    0.00      51/614593081     COM_ParseExt [70]
-----------------------------------------------
                0.00    0.07  879087/879087      CL_CgameSystemCalls [11]
[452]    0.0    0.00    0.07  879087         Cmd_ArgvBuffer [452]
                0.04    0.00  879087/1324353     Q_strncpyz [483]
                0.04    0.00  879087/999015      Cmd_Argv [514]
-----------------------------------------------
                0.00    0.07    7143/7143        FS_ListFilteredFiles [399]
[453]    0.0    0.00    0.07    7143         FS_AddFileToList [453]
                0.00    0.07  837371/23624182     Q_stricmp [185]
                0.00    0.00    6261/18461       CopyString [962]
-----------------------------------------------
                0.00    0.00       8/34992       Cvar_VariableString [853]
                0.00    0.00    1378/34992       Cvar_VariableValue [712]
                0.00    0.00    1452/34992       Cvar_Command [707]
                0.00    0.00    3199/34992       Cvar_VariableStringBuffer [681]
                0.01    0.00    5112/34992       Cvar_VariableIntegerValue [631]
                0.01    0.00    6848/34992       Cvar_Flags [616]
                0.01    0.00    7207/34992       Cvar_Get <cycle 3> [571]
                0.01    0.01    9788/34992       Cvar_Set2 <cycle 3> [561]
[454]    0.0    0.05    0.02   34992         Cvar_FindVar [454]
                0.00    0.01  129079/23624182     Q_stricmp [185]
                0.01    0.00   34992/36374       generateHashValue [642]
-----------------------------------------------
                0.07    0.00       3/3           CL_Init [379]
[455]    0.0    0.07    0.00       3         SCR_Init [455]
                0.00    0.00      15/15955       Cvar_Get <cycle 3> [571]
-----------------------------------------------
                0.07    0.00  874353/874353      Netchan_Transmit [28]
[456]    0.0    0.07    0.00  874353         MSG_InitOOB [456]
-----------------------------------------------
                0.07    0.00  680711/680711      IN_ProcessEvents [214]
[457]    0.0    0.07    0.00  680711         Com_QueueEvent [457]
-----------------------------------------------
                                                 <spontaneous>
[458]    0.0    0.07    0.00                 CL_MotdPacket [458]
-----------------------------------------------
                0.00    0.00    6203/266586      FindShaderInShaderText [65]
                0.00    0.00    6235/266586      GeneratePermanentShader [721]
                0.02    0.00   62790/266586      R_FindShaderReal [59]
                0.05    0.00  191358/266586      ScanAndLoadShaderFiles [189]
[459]    0.0    0.07    0.00  266586         generateHashValue [459]
-----------------------------------------------
                0.00    0.07   17963/17963       Com_Printf [400]
[460]    0.0    0.00    0.07   17963         Sys_Print [460]
                0.00    0.05   17963/17963       CON_Print [499]
                0.01    0.01   17963/17963       CON_LogWrite [575]
-----------------------------------------------
                0.03    0.04   17963/17963       Com_Printf [400]
[461]    0.0    0.03    0.04   17963         CL_ConsolePrint [461]
                0.03    0.00   17963/19002       Q_strncmp [546]
                0.01    0.00   21000/21000       Con_Linefeed [643]
                0.00    0.00       1/892732      Con_CheckResize [920]
-----------------------------------------------
                0.01    0.06  887454/887454      CL_CgameSystemCalls [11]
[462]    0.0    0.01    0.06  887454         S_Respatialize [462]
                0.01    0.05  887454/887454      S_AL_Respatialize [482]
-----------------------------------------------
                0.00    0.01      21/131         S_ReadRIFFHeader [170]
                0.00    0.06     110/131         S_FindRIFFChunk [241]
[463]    0.0    0.00    0.07     131         FS_Seek [463]
                0.00    0.07     131/18258       FS_Read [95]
                0.00    0.00     131/131         FS_FTell [1136]
-----------------------------------------------
                                                 <spontaneous>
[464]    0.0    0.07    0.00                 _curl_easy_setopt_err_long [464]
-----------------------------------------------
                0.06    0.01 2653011/2653011     CL_CgameSystemCalls [11]
[465]    0.0    0.06    0.01 2653011         R_ModelBounds [465]
                0.01    0.00 2653011/138303206     R_GetModelByHandle [299]
-----------------------------------------------
                0.00    0.06      16/16          CL_ClearMemory [422]
[466]    0.0    0.00    0.06      16         CL_ShutdownAll [466]
                0.00    0.03      16/16          S_DisableSounds [543]
                0.01    0.00      16/33          CL_ShutdownCGame [544]
                0.00    0.01      13/16          RE_Shutdown [617]
                0.00    0.00       3/3           CL_ShutdownRef [717]
                0.00    0.00      16/33          CL_ShutdownUI [738]
                0.00    0.00      16/892306      CL_VideoRecording [394]
                0.00    0.00      16/16          CL_cURL_Shutdown [1182]
-----------------------------------------------
                0.00    0.06     970/970         CMod_LoadPatches [468]
[467]    0.0    0.00    0.06     970         CM_GeneratePatchCollide [467]
                0.00    0.06     970/970         CM_PatchCollideFromGrid [469]
                0.00    0.00    1940/1940        CM_SubdivideGridColumns [794]
                0.00    0.00   10733/75243       AddPointToBounds [946]
                0.00    0.00    1940/1940        CM_SetGridWrapWidth [1028]
                0.00    0.00    1940/1940        CM_RemoveDegenerateColumns [1027]
                0.00    0.00     970/970         CM_TransposeGrid [1041]
                0.00    0.00     970/102721      Hunk_AllocDebug [940]
                0.00    0.00     970/886419      ClearBounds [922]
-----------------------------------------------
                0.00    0.06      12/12          CM_LoadMap [447]
[468]    0.0    0.00    0.06      12         CMod_LoadPatches [468]
                0.00    0.06     970/970         CM_GeneratePatchCollide [467]
                0.00    0.00     982/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.06     970/970         CM_GeneratePatchCollide [467]
[469]    0.0    0.00    0.06     970         CM_PatchCollideFromGrid [469]
                0.02    0.02    5134/5134        CM_AddFacetBevels [512]
                0.00    0.01   16623/16623       CM_EdgePlaneNum [619]
                0.01    0.00    9868/26491       CM_FindPlane [572]
                0.00    0.00    5948/5948        CM_ValidateFacet [789]
                0.00    0.00    5948/5948        CM_SetBorderInward [996]
                0.00    0.00    1940/102721      Hunk_AllocDebug [940]
-----------------------------------------------
                0.00    0.00       1/20655       IN_DownDown [886]
                0.00    0.00       2/20655       IN_SpeedDown [872]
                0.00    0.00     916/20655       IN_BackDown [713]
                0.01    0.00    3096/20655       IN_ForwardDown [670]
                0.01    0.00    3709/20655       IN_UpDown [627]
                0.01    0.00    3993/20655       IN_MoveleftDown [623]
                0.01    0.00    4003/20655       IN_MoverightDown [622]
                0.01    0.00    4935/20655       IN_Button0Down [613]
[470]    0.0    0.06    0.00   20655         IN_KeyDown [470]
                0.00    0.00   41137/999015      Cmd_Argv [514]
-----------------------------------------------
                0.06    0.00      16/16          R_Init [181]
[471]    0.0    0.06    0.00      16         R_InitDLight [471]
                0.00    0.00      48/15955       Cvar_Get <cycle 3> [571]
-----------------------------------------------
                0.06    0.00 228232408/228232408     CL_CgameSystemCalls [11]
[472]    0.0    0.06    0.00 228232408         CM_InlineModel [472]
-----------------------------------------------
                0.00    0.00       2/23851310     CL_ConnectionlessPacket [537]
                0.00    0.00    1100/23851310     CL_ServerInfoPacket [620]
                0.00    0.00   10585/23851310     CL_ServersResponsePacket [828]
                0.00    0.00  134279/23851310     CL_PacketEvent [35]
                0.02    0.04 23705344/23851310     CL_SetServerInfoByAddress [372]
[473]    0.0    0.02    0.04 23851310         NET_CompareAdr [473]
                0.02    0.02 23851310/23851310     NET_CompareBaseAdr [515]
-----------------------------------------------
                0.06    0.00 3541125/3541125     R_GenerateDrawSurfs [20]
[474]    0.0    0.06    0.00 3541125         R_SetupProjectionZ [474]
-----------------------------------------------
                                  28             CL_KeyDownEvent <cycle 1> [301]
                                  44             Key_SetCatcher <cycle 1> [1132]
                0.00    0.00       7/44112       CL_UISystemCalls [92]
[475]    0.0    0.06    0.00      79         Key_ClearStates <cycle 1> [475]
                                  45             CL_KeyEvent <cycle 1> [284]
-----------------------------------------------
                0.03    0.00      14/28          IN_ActivateMouse [428]
                0.03    0.00      14/28          IN_DeactivateMouse [496]
[476]    0.0    0.06    0.00      28         IN_GobbleMotionEvents [476]
-----------------------------------------------
                                                 <spontaneous>
[477]    0.0    0.06    0.00                 RB_FogPass [477]
-----------------------------------------------
                                                 <spontaneous>
[478]    0.0    0.06    0.00                 R_TransformClipToWindow [478]
-----------------------------------------------
                0.00    0.00    4090/52379514     unzlocal_SearchCentralDir [874]
                0.00    0.00   38788/52379514     unzReadCurrentFile [96]
                0.00    0.00  549196/52379514     unzlocal_GetCurrentFileInfoInternal [355]
                0.06    0.00 51787440/52379514     unzlocal_getByte [388]
[479]    0.0    0.06    0.00 52379514         fread_file_func [479]
-----------------------------------------------
                0.06    0.00  889323/889323      SCR_DrawScreenField [88]
[480]    0.0    0.06    0.00  889323         SCR_DrawVoipMeter [480]
-----------------------------------------------
                0.00    0.06      12/12          CL_ParseGamestate [149]
[481]    0.0    0.00    0.06      12         CL_SystemInfoChanged [481]
                0.00    0.06      12/16          FS_PureServerSetLoadedPaks [443]
                0.00    0.00     155/6679        Cvar_SetSafe [541]
                0.00    0.00     168/6848        Cvar_Flags [616]
                0.00    0.00      12/15          FS_PureServerSetReferencedPaks [759]
                0.00    0.00      12/17963       Com_Printf [400]
                0.00    0.00      72/63926       Info_ValueForKey [435]
                0.00    0.00     332/23624182     Q_stricmp [185]
                0.00    0.00      12/1378        Cvar_VariableValue [712]
                0.00    0.00       1/15955       Cvar_Get <cycle 3> [571]
                0.00    0.00     180/180         Info_NextPair [1123]
                0.00    0.00      12/24          Cvar_SetCheatState [1170]
                0.00    0.00      12/156         FS_CheckDirTraversal [1128]
-----------------------------------------------
                0.01    0.05  887454/887454      S_Respatialize [462]
[482]    0.0    0.01    0.05  887454         S_AL_Respatialize [482]
                0.01    0.04 3549816/84574200     _S_AL_SanitiseVector [225]
-----------------------------------------------
                0.00    0.00       1/1324353     CL_CheckForResend [175]
                0.00    0.00       1/1324353     CL_ParseGamestate [149]
                0.00    0.00       1/1324353     Sys_SetBinaryPath [907]
                0.00    0.00       1/1324353     Sys_SetDefaultInstallPath [908]
                0.00    0.00       2/1324353     CL_Connect_f <cycle 2> [749]
                0.00    0.00       2/1324353     FindMatches [788]
                0.00    0.00       2/1324353     Field_Complete [866]
                0.00    0.00       2/1324353     FS_InitFilesystem [444]
                0.00    0.00       2/1324353     Com_TruncateLongString [903]
                0.00    0.00       4/1324353     NET_AddLocalAddress [902]
                0.00    0.00       7/1324353     Com_MD5File [705]
                0.00    0.00       7/1324353     S_AL_StartBackgroundTrack [508]
                0.00    0.00       8/1324353     Cmd_Exec_f [677]
                0.00    0.00      12/1324353     CL_ParseServerInfo [837]
                0.00    0.00      16/1324353     R_InitSkins [854]
                0.00    0.00      17/1324353     FS_FOpenFileWrite [818]
                0.00    0.00      21/1324353     FS_SV_FOpenFileRead [808]
                0.00    0.00      28/1324353     FS_Restart [236]
                0.00    0.00      32/1324353     CreateInternalShaders [857]
                0.00    0.00      34/1324353     FS_CreatePath [893]
                0.00    0.00      64/1324353     InitOpenGL [560]
                0.00    0.00      94/1324353     R_LoadEntities [792]
                0.00    0.00     103/1324353     CL_ServerInfoPacket [620]
                0.00    0.00     109/1324353     CL_GetPingInfo [875]
                0.00    0.00     144/1324353     R_PrintLongString [797]
                0.00    0.00     146/1324353     LAN_GetServerAddressString [757]
                0.00    0.00     149/1324353     NET_StringToAdr [856]
                0.00    0.00     444/1324353     S_CodecGetSound [159]
                0.00    0.00     595/1324353     Q_strcat [842]
                0.00    0.00     949/1324353     GetConfigString [830]
                0.00    0.00    2306/1324353     RE_RegisterSkin [277]
                0.00    0.00    2367/1324353     CL_AddReliableCommand [802]
                0.00    0.00    2408/1324353     RE_RegisterModelReal [148]
                0.00    0.00    3198/1324353     Cvar_VariableStringBuffer [681]
                0.00    0.00    3963/1324353     Cvar_Update [81]
                0.00    0.00    3972/1324353     GetClientState [791]
                0.00    0.00    4278/1324353     FS_LoadZipFile [309]
                0.00    0.00    4558/1324353     FS_AddGameDirectory [308]
                0.00    0.00    5198/1324353     CL_GetPing [363]
                0.00    0.00    5751/1324353     R_LoadImage [110]
                0.00    0.00    6203/1324353     R_FindShaderReal [59]
                0.00    0.00   12950/1324353     FS_FOpenFileReadDir [253]
                0.00    0.00   15903/1324353     CL_SetServerInfo [434]
                0.00    0.00   21296/1324353     CL_ParseCommandString [114]
                0.00    0.00   43798/1324353     CL_ParseBinding [271]
                0.00    0.00   63649/1324353     COM_StripExtension [716]
                0.00    0.00   70195/1324353     Cmd_TokenizeString2 [244]
                0.00    0.00   74597/1324353     MSG_WriteString [100]
                0.00    0.00   95679/1324353     ScanAndLoadShaderFiles [189]
                0.04    0.00  879087/1324353     Cmd_ArgvBuffer [452]
[483]    0.0    0.06    0.00 1324353         Q_strncpyz [483]
-----------------------------------------------
                                                 <spontaneous>
[484]    0.0    0.06    0.00                 Com_PushEvent [484]
-----------------------------------------------
                0.01    0.04  200158/200158      RB_SurfaceEntity [109]
